CustomerID,CustomerName,Age,Gender,AnnualIncome_INR,IncomeCurrency,SpendingScore_1_100,MembershipTier,JoinDate,LastPurchaseDate,VisitFrequency,AvgBasketValue_INR,TotalPurchases,OnlinePurchases,StorePurchases,PreferredCategory,City,Country,EmailProvider,DeviceType,PaymentMethod,LoyaltyPoints,SatisfactionRating_1_5,CouponUsed,ChurnNextMonth
CUST101255,Rahul Sinha,60,MALE,1061830,INR,98,Platinum,2024-06-10,2026-04-30,weekly,1593.09,45,32,13,gaming, ahmedabad ,Bharat, gmail.com ,Mobile,Credit Card,2698,2,,0
CUST101256,Sara Iyer,31,MALE,293573,INR,68,silver,07-27-2025,18/11/2025,Monthly,1444.66,21,19,2, Grocery ,Ahmedabad,India, gmail.com ,IOS,Debit Card,211,5,,0
CUST100132,Rahul Mehta,180,,1125441,INR,65,Gold,30/08/2023,24-May-2024,Monthly,1064.45,6,4,2,SPORTS,Hyderbad,INDIA,, web ,Debit Card,1769,3,1,1
CUST101258, Ishaan Mehta ,11,Male,,INR,29,,07/08/2022,16-Jan-2025, monthly ,1674.42,2,1,1, Grocery , lucknow , india ,rediffmail.com,,Credit Card,604,3,N,1
CUST101259,Sai Sharma,45,,328219,INR,100,Basic,2021-01-06,16-Dec-2021,Monthly,2917.71,28,8,20,home decor, delhi ,,,android,Cash,1116,4,no,0
CUST101260,Aarav Sinha,35,F,443424,Rs,39,Gold,2023-04-21,2024-10-01,Daily,9205.19,45,42,2,FOOD COURT,KOLKATA, india ,,,Credit Card,1006,1,Yes,0
CUST101261,Aadhya Verma,30,male,589570,USD,44,Gold,2023-08-18,2024-11-05,RARELY,1294.1,34,18,17,Gaming,Lucknow,,GMAIL.COM,Android,UPI,1402,1,,0
CUST101262, Riya Sinha ,41,female,428980,INR,54,Silvr,25/07/2023,2025-11-07,weekly,2632.02,31,13,18,home decor,Pune,IN,company.com,,Cash,-50,2,No,0
CUST101263,Vihaan Nair,22,MALE,1474765,,67,silver,28/05/2024,03-20-2026,Rarely,1568.62,11,8,4,Grocery, lucknow ,Bharat,outlook.com,android,Cash,1075,3,Y,0
CUST101264,Ananya Nair,37,FEMALE,347491,,58,Silvr,04-29-2025,01/05/2026, monthly ,1576.93,107,77,31,FOOD COURT,Hyd, india ,outlook.com,iOS,upi,1714,2,,0
CUST101265,Vihaan Gupta,0,female,703764,Rs,65,Basic,2021-07-16,03-Oct-2022, monthly ,1166.39,3,1,1,Home Decor, lucknow ,India,company.com,iOS,Wallet,2387,3,Y,0
CUST101266,Amit Gupta,,,1843345,INR,50,Silver,31-Jul-2021,2021-11-12,weekly,894.15,25,9,16,ELECTRONICS,Chennai,IN,yahoo.com,Desktop, CREDIT CARD ,0,4,no,0
CUST101267, Vivaan Patel ,32,Female,1414690,,12,Gold,27/10/2024,2026-06-11,Monthly,999999,24,22,1,Beauty,Delhi, india ,outlook.com,Android,Wallet,102,1,N,0
CUST101268,Aadhya Sinha,34,female,686640,INR,82,silver,2024-03-20,23/09/2024,Weekly,2868.54,16,3,13,GAMING, Calcutta ,Bharat,yahoo.com,IOS, CREDIT CARD ,1307,4,1,1
CUST100616,Amit Das,29,,585339,INR,68,Gold,28-Jun-2022,2024-05-23,weekly,1156.78,36,2,33, Books , Hyderabad ,Bharat,yahoo.com,IOS,Debit Card,426,3,1,1
CUST101270,Kiara Rao,30,Male,185024,INR,57,,10-23-2022,20/07/2023,Weekly,709.98,10,7,4, Beauty ,Bangalore,India,company.com, web ,Cash,2000,4,N,0
CUST101271,Saanvi Khan,35,FEMALE,715337,₹,16,PLATINUM,2025-01-21,15-Dec-2025, monthly ,1885.76,13,8,4,BEAUTY,BENGALURU,,outlook.com,IOS,Cash,641,2,Y,0
CUST101272,Ishaan Kapoor,47,Other,461839,INR,64,Platinum,05-23-2021,22-Mar-2022,Weekly,1010.19,33,8,26,GAMING,Pune,Bharat,,android,UPI,1176,3,,0
CUST101273,Priya Verma,35,female,286522,₹,60,Gold,27/01/2024,07-Jul-2024,,3271.09,0,0,1,BOOKS,Mumbai,India,outlook.com, web ,Cash,1003,3,Y,0
CUST101274,Vihaan Joshi,25,M,925466,₹,32,Silvr,26/06/2021,27/03/2022,,1279.29,18,16,2,books,Kolkata,INDIA,rediffmail.com,IOS,upi,1349,3,N,1
CUST101275,Vihaan Mehta,33,MALE,658179,,47,Gold,2023-12-19,2024-01-02, monthly ,4793.48,58,33,26, Food Court ,Delhi,IN,outlook.com,Mobile,Wallet,1183,3,N,0
CUST101276,Sai Das,31,male,1833209,USD,59,Silvr,10-Jun-2024,28-Jan-2025,Monthly,4392.7,18,5,12,fashion,Hyd,India,GMAIL.COM,Android,,1030,5,no,0
CUST101277,Vihaan Khan,14,male,,,64,,2021-03-11,14-Dec-2022,Daily,1411.21,16,14,2,kids,Jaipur,IN,rediffmail.com,Mobile,Card,661,5,No,0
CUST101278,Sara Chopra,10,Female,936406,USD,15,Silvr,31-Aug-2022,2023-04-30, monthly ,2342.07,14,11,3,food court,NEW DELHI,INDIA, gmail.com ,iOS,UPI,2378,2,0,1
CUST101279, Reyansh Chopra ,23,M,695113,₹,21,Gold,03/07/2021,2023-08-01,Monthly,1316.57,5,3,1,KIDS, mumbai ,IN,gmail.com,,UPI,934,4,yes,1
CUST101280,Pooja Gupta,31,FEMALE,586741,INR,53,Platinum,04/08/2023,05-Oct-2023,RARELY,988.64,21,3,18, Fashion ,Mumbai,Bharat,rediffmail.com,android,Cash,1622,2,Yes,0
CUST101281,Vivaan Mehta,25,,364021,INR,78,Gold,25/07/2022,26-Jul-2022,weekly,6777.79,8,6,1,GAMING,PUNE,,gmail.com,Desktop,UPI,2228,3,0,0
CUST101282,Aarav Nair,48,,,INR,86,Silvr,02-06-2024,27-Jun-2024,Rarely,3478.44,16,8,9,Eletronics,MUMBAI,INDIA,outlook.com,Mobile,Debit Card,1280,5,1,0
CUST101283,Neha Kumar,50,Other,583326,USD,71,Basic,08-20-2024,21/04/2026,weekly,900.86,13,8,4,FASHION, pune ,INDIA,company.com, web ,Debit Card,1829,4,Yes,0
CUST101284,Amit Reddy,43,M,982801,INR,20,PLATINUM,12-05-2021,02-Jun-2022,Weekly,9922.93,37,36,2,KIDS,Chennai,,company.com,Mobile,Cash,1341,4,N,0
CUST101285,Pooja Kumar,23,MALE,661460,INR,57,basic,22/04/2022,28/03/2023,weekly,1705.21,11,1,10,FASHION, Calcutta ,,gmail.com,Mobile, CREDIT CARD ,796,1,0,0
CUST101286,Neha Das,47,FEMALE,1003295,INR,34,,2023-09-02,2026-01-20,weekly,1673.88,7,0,8,Gaming, lucknow ,IN,yahoo.com,Desktop,Card,291,3,1,0
CUST101287,Reyansh Kumar,35,male,,INR,56,basic,2023-12-29,05-03-2025,Daily,1062.74,33,7,25,gaming, jaipur ,India,GMAIL.COM,,,2627,11,no,0
CUST101288,Sai Sharma,24,MALE,248009,USD,26,basic,2023-09-13,03/03/2025,RARELY,2222.81,15,3,12,GROCERY, jaipur ,India,rediffmail.com,iOS,Wallet,2146,5,Yes,0
CUST101289,Sai Sinha,23,M,,,27,Platinum,21/06/2023,08-25-2025,Weekly,978.12,14,1,12,BOOKS,Ahmedabad,, gmail.com ,Web,Card,912,2,Yes,0
CUST101290,Ishaan Reddy,41,FEMALE,829392,,13,Silvr,08/04/2024,01-Jul-2025, monthly ,1591.01,4,0,5, Kids ,Mumbay,India,rediffmail.com,IOS, CREDIT CARD ,2274,3,no,1
CUST100564,Aadhya Sharma,42,F,430128,INR,28,,05/07/2025,24/10/2025,Monthly,3203.95,8,7,1,Food Court,Chennai,,company.com,Mobile, CREDIT CARD ,1238,4,yes,0
CUST101292,Reyansh Rao,37,M,1016523,,69,Silvr,14-Mar-2023,05-Oct-2024,RARELY,1195.73,11,8,4,GAMING,Lucknow,Bharat,company.com,,Card,239,4,,0
CUST101293,Sai Chopra,29,Other,1050554,₹,54,Gold,10-Mar-2021,03/09/2021, monthly ,1291.38,59,46,12,Electronics,Mumbai, india ,hotmail.com,Web,UPI,1556,5,Y,1
CUST101294,Vihaan Das,27,Other,650580,INR,24,,19/07/2021,12-02-2022,,1831.35,19,8,12,Gaming, mumbai , india ,yahoo.com,Web,UPI,1304,5,yes,0
CUST101295, Amit Khan ,33,FEMALE,,INR,34, GOLD ,12/12/2022,09-21-2024,,2213.48,5,1,5,FASHION,Lucknow,IN,outlook.com, web ,Wallet,911,5,no,0
CUST101296,Kiara Reddy,29,Male,760446,USD,30,Platinum,2024-13-01,2025-03-06,Rarely,2366.55,7,5,3, Fashion ,LUCKNOW, india ,,Android,Cash,822,4,yes,0
CUST101297,Aditya Sinha,33,Female,1079854,Rs,59,PLATINUM,12-07-2023,2024-09-19, monthly ,2466.53,17,6,10,Kids,CHENNAI,Bharat,GMAIL.COM,Desktop,UPI,1111,1,no,0
CUST101298,Saanvi Khan,28,female,298983,USD,44,,2023-03-25,10-16-2023,Weekly,2435.87,10,4,5,Kids,PUNE,,rediffmail.com,,UPI,1500,5,no,0
CUST101299,Ira Verma,9,male,1502515,INR,30,Basic,11-09-2023,12-31-2025,Weekly,405.49,6,2,4,books,Bengaluru,India, gmail.com ,Desktop,upi,1136,3,N,0
CUST101300,Meera Nair,20,male,1207475,INR,38,basic,15/09/2021,2022-12-20,weekly,2401.42,39,24,14,KIDS,Bangalore,,hotmail.com,android,Credit Card,1633,4,1,0
CUST101301,Sara Patel,28,MALE,439240,INR,69,Silvr,10-22-2022,,Rarely,3596.38,29,27,2,home decor,Mumbai,IN,outlook.com,Mobile,Card,1329,1,1,0
CUST101302,Saanvi Sharma,34,F,1562770,₹,56,Silver,02-20-2022,02/06/2023,Monthly,1440.16,25,3,21,Grocery,Mumbay,IN,GMAIL.COM,IOS, CREDIT CARD ,594,3,N,0
CUST101303,Amit Mishra,58,Other,505824,Rs,52,,16/10/2022,03-08-2025,Weekly,1171.95,0,0,0, Food Court , pune ,INDIA,outlook.com,Mobile,,907,2,yes,1
CUST101304,Ananya Das,35,Male,383417,INR,70,,07-15-2025,08-25-2025,Weekly,3459.28,8,7,0,Electronics,Jaipur,INDIA,gmail.com,android,,1157,,0,0
CUST100570,Ishaan Mishra,0,,821749,Rs,83,Platinum,17-May-2023,02-Oct-2025,Monthly,-250,26,22,4,Home Decor,Mumbai,INDIA,outlook.com,IOS,upi,999999,4,yes,1
CUST101306,Arjun Rao,8,MALE,1132109,INR,52, GOLD ,03/04/2025,12-27-2025,Weekly,981.14,8,5,4,sports,Lucknow,Bharat,hotmail.com,Web, CREDIT CARD ,1218,4,0,1
CUST101307,Vivaan Nair,27,M,955751,INR,74,Silver,01-06-2021,20-Mar-2021,Weekly,3490.62,4,2,2,grocery, mumbai ,INDIA,hotmail.com,Android,upi,1109,3,no,0
CUST101308,Aadhya Khan,10,female,1344005,USD,57,silver,12-Sep-2023,02-26-2026, monthly ,533.49,15,6,8, Electronics ,Hyd, india ,gmail.com,iOS,Cash,1029,4,,0
CUST101309,Vivaan Das,38,male,149830,Rs,38,PLATINUM,2021-12-24,07-07-2022,Daily,6866.28,3,1,1,ELECTRONICS,Kolkata,IN, gmail.com , web ,Cash,1721,4,Y,0
CUST101160,Aarav Sinha,41,MALE,327003,Rs,56,PLATINUM,31/05/2022,29-Nov-2023,Daily,1514.84,4,0,4,sports,BENGALURU, india ,GMAIL.COM,Desktop,upi,889,1,yes,0
CUST100450,Aadhya Joshi,,Male,799915,USD,59,Platinum,03/01/2022,06/10/2022,Rarely,2315.54,7,3,4,FOOD COURT,MUMBAI,Bharat,hotmail.com,, CREDIT CARD ,1564,5,Yes,0
CUST101312,Kiara Singh,,female,600803,INR,48,Basic,23-May-2024,2025-03-23,Monthly,6898.01,9,4,5,food court, ahmedabad ,Bharat,gmail.com, web , CREDIT CARD ,1523,4,0,0
CUST101313,Ayaan Kumar,56,Female,511426,INR,53,basic,03-Mar-2023,2025-04-21,Weekly,999999,1,0,2,food court,Delhi,INDIA, gmail.com ,Android,upi,1743,3,,1
CUST101314,Ananya Kapoor,29,male,283218,INR,43,Platinum,11-14-2022,2023-07-11,weekly,1020.78,5,2,2,Beauty,Kolkata,India,,Android, CREDIT CARD ,344,3,,0
CUST101315,Krishna Gupta,27,Other,224428,₹,75, GOLD ,11-Apr-2023,07-04-2024,Daily,3495.8,5,1,3, Food Court ,MUMBAI, india ,hotmail.com,IOS,Card,854,5,Yes,0
CUST101316,Ananya Chopra,54,Male,532470,₹,85,basic,23/02/2021,30-Aug-2021,weekly,3307.3,50,9,41,Electronics, jaipur ,,outlook.com,Android,UPI,979,1,0,1
CUST101317,Amit Das,40,MALE,374265,Rs,100,,2022-03-07,2023-03-09,RARELY,889.23,11,2,9,Books,MUMBAI,,GMAIL.COM,IOS,upi,931,3,,0
CUST101318,Saanvi Gupta,28,MALE,779224,,72,basic,12-Dec-2023,2025-10-15,Weekly,401.49,36,5,31,Home Decor,Mumbai,,GMAIL.COM,Android, CREDIT CARD ,516,1,No,0
CUST101170,Kiara Das,30,Male,620784,INR,60, GOLD ,15/12/2022,28/03/2023, monthly ,1367.6,5,2,2, Books ,Bangalore,INDIA,GMAIL.COM,,Cash,1974,3,N,0
CUST101320,Neha Chopra,44,MALE,351687,₹,71,silver,06-13-2024,24/09/2024,Weekly,1476.94,24,4,20, Sports , pune ,IN,hotmail.com,Web,UPI,485,2,No,0
CUST101321,Ira Khan,27,,1671264,INR,64,Gold,2024-11-06,01-03-2025, monthly ,1842.92,9,5,3,Beauty, bengaluru ,INDIA,outlook.com,Mobile,Wallet,440,1,yes,0
CUST101322,Ira Verma,27,M,,₹,64,,31/10/2024,2025-08-09,Rarely,2904.25,27,5,23,SPORTS,BENGALURU,INDIA,yahoo.com, web ,UPI,404,1,No,1
CUST101323,Neha Mishra,14,Other,331288,,71,Silvr,08-28-2025,14/03/2026,weekly,898.49,15,12,4,Electronics,Kolkata,INDIA,GMAIL.COM,Desktop,UPI,1754,5,No,0
CUST101324,Vihaan Mehta,28,MALE,537372,Rs,66,silver,2022-10-19,11-Feb-2024,,1884.79,59,12,46,kids,Delhi ,,gmail.com,iOS, CREDIT CARD ,1596,1,yes,0
CUST101325,Rahul Verma,43,Female,1457168,₹,43,silver,2024-06-09,09/01/2025,RARELY,9883.28,4,0,5, Food Court , jaipur ,INDIA,company.com,,UPI,1519,2,1,0
CUST101326,Reyansh Reddy,9,M,319145,,31,Platinum,13-Oct-2022,31/12/2023,Monthly,1320.46,56,43,13,GAMING,Ahmedabad, india ,,Mobile,Cash,1002,5,Y,1
CUST101327,Kiara Patel,37,male,1682824,INR,68,Basic,14/05/2024,,,2061.93,12,5,7, Food Court ,BENGALURU,,GMAIL.COM,android,,484,1,0,0
CUST101328,Vihaan Chopra,14,Other,461869,INR,88,Silver,11-Feb-2022,2024-01-31,weekly,12185.3,50,28,22,gaming, jaipur ,INDIA,outlook.com,Web,Cash,1319,4,no,1
CUST101329,Vihaan Sharma,33,male,1173724,Rs,26,Basic,03-Jun-2021,10/06/2021,,2345.4,82,17,65,HOME DECOR,AHMEDABAD,INDIA,company.com,IOS,Debit Card,40,4,yes,0
CUST101330, Arjun Verma ,0,male,1162559,Rs,29,PLATINUM,2023-02-06,2024-04-30,Daily,463.84,3,1,2,BEAUTY,BENGALURU,Bharat,GMAIL.COM,IOS,Credit Card,1317,1,Y,1
CUST100851,Meera Gupta,,female,99999999,USD,31, GOLD ,18-Jan-2022,17/08/2023,Monthly,2444.74,9,6,4,KIDS, Hyderabad ,India, gmail.com ,Web,,2159,5,Y,0
CUST101332,Ira Rao,,Other,775150,INR,39,PLATINUM,2022-11-16,19-Sep-2024,,2811.74,0,0,0,kids,PUNE,India,hotmail.com,android,Cash,1708,1,0,0
CUST101333,Vihaan Joshi,32,male,224084,INR,47, GOLD ,06-Jul-2025,18/07/2025,Weekly,1927.71,2,1,1,Home Decor,MUMBAI, india , gmail.com , web ,Card,1431,5,Yes,0
CUST101334,Aditya Mehta,46,,844797,USD,54,Basic,08-31-2021,03/09/2022,Weekly,1923.88,41,1,40,GAMING, pune ,Bharat,rediffmail.com, web ,upi,1315,5,yes,0
CUST101335,Meera Chopra,48,FEMALE,501049,INR,18,Silver,11/03/2022,08-06-2024,Monthly,-250,12,9,3,Beauty,Hyderabad,,gmail.com,,Cash,1065,1,Yes,0
CUST101336,Arjun Khan,31,Male,985980,USD,41, GOLD ,07-28-2021,16/12/2022,Rarely,3583.82,1,0,1,food court,Ahmedabad,,gmail.com,Web,Debit Card,1026,1,Yes,0
CUST101337,Rahul Mishra,50,FEMALE,745561,,57,Basic,11/10/2024,18-Nov-2024,weekly,1057.78,73,37,36,Electronics,PUNE, india ,yahoo.com, web ,Card,1735,5,Y,0
CUST101338,Kiara Sharma,24,M,996605,INR,70,Silver,14/11/2023,12-Mar-2026,Daily,5906.55,17,9,8,GROCERY, chenai ,India,yahoo.com,iOS,Wallet,1231,3,Yes,0
CUST101339,Meera Khan,46,Female,,Rs,51,Silver,03-13-2022,15-Jan-2023,Rarely,1251.48,42,10,32, Electronics ,Chennai, india ,rediffmail.com,android,upi,0,5,0,1
CUST101340,Ananya Kapoor,25,female,571837,INR,57,silver,08/12/2021,30/06/2022,Rarely,1064.55,43,35,9,ELECTRONICS, pune ,,hotmail.com,iOS,UPI,283,3,1,0
CUST101341,Sara Kumar,30,male,2118924,INR,20,silver,2025-05-05,09-18-2025,Monthly,1685.05,5,3,2, Food Court ,Pune,INDIA, gmail.com , web ,upi,1148,2,No,0
CUST101342,Vihaan Sharma,36,male,295355,,50,Platinum,31/05/2022,30/12/2023,RARELY,637.72,18,8,11, Books ,KOLKATA, india ,rediffmail.com, web ,Debit Card,2471,5,No,1
CUST101343,Arjun Iyer,55,F,602523,INR,9,PLATINUM,2021-08-18,02-19-2022, monthly ,2760.53,6,4,2,sports,KOLKATA, india ,GMAIL.COM,android, CREDIT CARD ,1148,1,1,0
CUST101148,Kiara Mishra,27,Other,219723,,60,basic,17/02/2022,07/09/2023, monthly ,2044.56,6,2,4,Eletronics,Hyderabad,INDIA,,Android,Credit Card,1447,5,Y,0
CUST101345,Krishna Iyer,28,M,889070,₹,65,Silver,24/09/2023,2025-01-26,RARELY,3186.12,11,8,4, Grocery , Calcutta ,Bharat,outlook.com,android,Cash,381,4,1,0
CUST101346,Aadhya Nair,24,,706637,,55,PLATINUM,2023-07-19,05-Feb-2025, monthly ,597.05,8,3,5,Grocery, jaipur , india ,company.com,IOS,Card,240,1,no,0
CUST101347,Diya Singh,38,F,1208462,USD,68,Silver,25-Mar-2021,03/10/2022,RARELY,-250,18,6,13,grocery,Lucknow,,,IOS,Credit Card,543,4,1,0
CUST101348,Aarav Singh,37,Other,1210208,INR,7,silver,16-Oct-2023,2025-02-21,Weekly,1729.09,28,18,9, Fashion , delhi ,India,company.com, web ,,1564,5,Y,0
CUST101349,Aadhya Nair,40,M,648622,Rs,38,Silvr,10-11-2024,2026-03-29,,2676.22,14,7,7,Sports, mumbai , india ,company.com,Web,UPI,649,3,yes,1
CUST101350, Priya Reddy ,29,MALE,1112086,INR,88,Silver,07-Dec-2024,2026-02-19,Monthly,,11,6,5,beauty,Pune,INDIA,,Web,Debit Card,2438,5,1,0
CUST101351,Sara Das,43,F,424163,INR,58,Silver,2025-07-24,06-20-2026,Rarely,689.11,21,3,17, Electronics ,MUMBAI,Bharat,company.com, web ,Card,2120,3,,0
CUST101352,Meera Reddy,44,male,811346,₹,68,Gold,2022-08-17,2023-11-23,Daily,6898.17,6,4,2,Beauty,Delhi ,,,,Card,676,4,yes,0
CUST101353,Aarav Mehta,35,Male,836862,INR,64,Basic,2023-10-21,09-25-2024,Weekly,6572.42,17,0,17,beauty, hyderabad ,India,gmail.com,IOS,Debit Card,1071,4,,0
CUST101354,Neha Mehta,14,Female,1418469,USD,41,Gold,18/05/2021,02-07-2023,RARELY,986.14,42,7,35,FASHION, hyderabad ,INDIA,outlook.com,iOS,Card,1084,4,no,1
CUST101355,Priya Kumar,40,Male,1538024,,23, GOLD ,02-25-2023,2024-08-11,,740.66,7,4,2,KIDS,Ahmedabad,Bharat,,android,UPI,2650,3,N,1
CUST101356,Amit Khan,56,Other,387747,USD,40,basic,22/06/2024,2025-04-23, monthly ,6005.07,4,3,2,Beauty,NEW DELHI,IN,,Desktop,Cash,2107,5,Y,0
CUST101357,Reyansh Mehta,52,Female,980529,,36,Platinum,14/10/2022,2024-12-25,Monthly,6495.53,44,4,39,Kids,Jaipur, india ,outlook.com,android,,387,4,0,0
CUST101358, Aarav Joshi ,36,male,352454,,64,PLATINUM,2022-11-19,26-Jul-2024,weekly,1096.57,7,5,2,gaming, mumbai ,India, gmail.com ,Web,Credit Card,735,5,yes,0
CUST101359,Ayaan Singh,58,F,1130822,Rs,60,Silvr,2023-08-11,11-12-2024,Rarely,964.33,0,0,0,grocery,Lucknow,IN,outlook.com,Mobile,Wallet,940,4,no,1
CUST101360,Neha Das,31,Female,,,36,PLATINUM,2021-02-07,02-Jan-2023,,,25,0,25,Electronics, bengaluru ,India,hotmail.com,Web,Wallet,2559,4,no,0
CUST101361,Myra Iyer,37,F,2075869,INR,60,Silver,2021-06-23,11-30-2021,RARELY,546.54,89,78,11, Fashion ,Hyderbad, india ,hotmail.com,iOS,UPI,712,3,,0
CUST101362,Ayaan Singh,41,M,361416,₹,9,Basic,06-26-2024,05-Nov-2024,weekly,1517.82,1,0,1,beauty,Hyd,,company.com,android,Debit Card,1071,1,,1
CUST101363,Amit Kumar,180,MALE,827147,INR,100,Silvr,06-12-2024,04-Apr-2026, monthly ,715.59,1,0,1,Books,MUMBAI, india ,rediffmail.com,Web,Credit Card,488,,No,0
CUST101364,Ishaan Sinha,23,FEMALE,421681,,49,,2024-13-01,08/02/2025,Daily,1527.61,1,0,1,SPORTS,KOLKATA,,outlook.com,IOS,Debit Card,1546,0,N,0
CUST101365,Myra Patel,40,female,641261,INR,79,Silver,27-Jul-2022,27-Nov-2024,Monthly,1619.77,27,3,24,FOOD COURT, bengaluru ,Bharat,rediffmail.com,,Wallet,513,1,0,1
CUST101366,Amit Singh,41,Male,517274,INR,42,PLATINUM,16/08/2021,2022-08-14,Weekly,972.41,3,2,2,beauty,MUMBAI,,,iOS,Cash,1730,5,Y,0
CUST101367,Rahul Joshi,49,MALE,1200699,INR,43, GOLD ,07-Jan-2023,18/07/2024,Weekly,2021.27,8,7,1,BOOKS, chenai , india ,hotmail.com,,Credit Card,2341,1,Yes,0
CUST101368,Priya Kapoor,41,male,489532,USD,41,Gold,30/03/2021,2021-09-10,Monthly,1238.08,2,1,2,FOOD COURT,Jaipur,IN,rediffmail.com,IOS,Wallet,1226,4,no,0
CUST101369,Pooja Patel,35,Male,823629,Rs,70,Platinum,05-13-2021,09-01-2021,RARELY,3571.68,14,10,4,fashion, pune ,,company.com,android,UPI,667,1,1,0
CUST101370,Krishna Nair,43,Other,285144,USD,38,Silvr,12-Apr-2024,02-18-2025,RARELY,1153.28,41,8,32,Food Court,Hyd,Bharat,GMAIL.COM,iOS,Wallet,0,5,,0
CUST101371,Neha Das,60,MALE,1873267,USD,54,Basic,29-Mar-2024,28/11/2025,Daily,3299.65,3,2,1, Sports , chenai ,IN,rediffmail.com, web , CREDIT CARD ,1659,4,No,0
CUST101372,Sai Mishra,25,MALE,791782,Rs,1,PLATINUM,2024-07-15,2025-07-02,weekly,2477.88,5,2,2,SPORTS,Bangalore,INDIA,outlook.com,Desktop,Cash,1391,3,No,0
CUST101373,Amit Mehta,22,,472879,INR,68,Gold,10/11/2024,12-Feb-2026,,592.58,1,0,0,Beauty,LUCKNOW,,yahoo.com, web ,UPI,2009,1,N,
CUST101374,Rahul Kumar,40,male,546862,INR,56,Silver,20/06/2024,, monthly ,2240.66,7,3,5,GROCERY,KOLKATA,INDIA,gmail.com,Desktop,,1356,5,0,0
CUST101375,Priya Mishra,36,MALE,,,52,Gold,2021-10-18,22-Feb-2022,Daily,4841.04,11,8,2,BEAUTY,Bangalore,INDIA,gmail.com,, CREDIT CARD ,1507,4,No,0
CUST101376,Diya Joshi,0,FEMALE,886200,USD,92,Gold,05-28-2021,,weekly,5273.71,16,4,12,Electronics,MUMBAI,INDIA,hotmail.com,Web,upi,655,3,No,
CUST101377,Kiara Patel,23,M,1040171,INR,57,Silver,10-21-2024,2024-11-24,Weekly,461.99,12,0,13,Grocery, lucknow , india ,gmail.com, web ,Debit Card,777,3,0,1
CUST101378,Meera Gupta,45,female,590697,INR,40,Silver,07-16-2021,08/06/2023,weekly,1843.66,5,0,6,beauty, jaipur ,IN,yahoo.com,,Cash,1222,,No,0
CUST101379,Neha Das,37,Other,731198,INR,36,Platinum,02-16-2025,2025-03-19,,937.47,1,0,2,Grocerry,CHENNAI,IN,gmail.com,android, CREDIT CARD ,0,1,N,0
CUST101380,Neha Sinha,29,MALE,368947,USD,72,Silver,2024-12-21,2026-03-06,Rarely,2778.94,33,24,9,Fashion,Lucknow,IN,outlook.com,iOS,UPI,2446,1,No,1
CUST101381,Arjun Iyer,35,male,1440889,₹,51,PLATINUM,2022-05-23,23/08/2022,,11167.03,9999,26,2,Grocery,Delhi ,,company.com,Desktop,Wallet,511,5,Yes,0
CUST101382,Krishna Gupta,37,male,1147469,INR,57,silver,24/09/2022,2022-12-02, monthly ,775.68,5,4,0,kids,AHMEDABAD,India,gmail.com,,,838,1,no,0
CUST101383,Reyansh Singh,0,female,1957139,Rs,80,Gold,30-Nov-2024,11/12/2024,Daily,380.71,7,0,8,Grocerry,Bengaluru,IN,outlook.com,iOS,,1723,5,N,0
CUST101384,Myra Mishra,42,Male,941684,,64,,2022-08-12,2024-05-03,RARELY,-250,14,1,13,kids,Pune, india ,outlook.com,IOS, CREDIT CARD ,1175,5,N,0
CUST101385,Diya Mehta,30,,640584,INR,50,Platinum,21/02/2024,09-16-2024, monthly ,993.63,26,12,14,books,Bengaluru,IN,company.com,,,1241,1,1,0
CUST101386,Krishna Sharma,41,Other,1137683,INR,56,basic,14-Jul-2022,2022-12-06, monthly ,1810.5,46,45,0,home decor, ahmedabad , india ,GMAIL.COM,Android, CREDIT CARD ,643,5,Y,0
CUST101387,Priya Kumar,33,MALE,,INR,42,Gold,21/08/2021,,RARELY,4194.14,4,3,0,Gaming,Lucknow,,rediffmail.com,IOS,UPI,49,3,,0
CUST100291,Amit Verma,35,F,910468,,30,Platinum,30/12/2024,10-28-2025,Rarely,2916.97,10,0,10,Groceries,AHMEDABAD,Bharat,hotmail.com,,Debit Card,1622,5,Yes,1
CUST101389,Krishna Joshi,26,F,1004722,,47,silver,28-Jun-2022,2023-10-11,weekly,5275.73,10,6,4,books,JAIPUR,INDIA,company.com,android,Cash,555,4,yes,1
CUST101390,Ishaan Joshi,,Female,,,35,PLATINUM,06/04/2021,2021-08-07,Rarely,915.63,2,0,2,Sports, delhi ,,hotmail.com,Mobile,Cash,166,2,yes,0
CUST101391,Ishaan Kumar,41,Female,537513,,62, GOLD ,2023-03-04,,Monthly,885.81,2,1,1,Grocery,CHENNAI,Bharat,rediffmail.com, web , CREDIT CARD ,1562,4,no,0
CUST101392,Aarav Sinha,,female,705374,Rs,85,silver,2023-05-28,11/11/2025,Rarely,4519.65,24,21,4, Fashion ,Kolkata,INDIA,gmail.com,IOS,Cash,103,3,No,0
CUST101393,Ananya Khan,42,female,851315,INR,46,Gold,29-Jul-2024,2025-03-03, monthly ,897.76,23,10,13,grocery,Jaipur,Bharat,company.com,Web,Wallet,1524,3,N,0
CUST101394,Reyansh Khan,30,MALE,292497,INR,39,silver,14-Jul-2025,08/08/2025, monthly ,2911.29,2,1,1,Electronic,JAIPUR, india ,hotmail.com,Mobile,UPI,1427,1,Yes,0
