Order_ID,Customer_ID,Customer_Name,Age,Gender,Email,Phone,City,State,Product_Category,Order_Date,Delivery_Date,Order_Amount,Payment_Status,Source_System,Last_Updated,Data_Quality_Issue,Issue_Description
ORD00047,CUST0065,Arjun Mehta,32,Female,arjun.mehta47@example.com,9647610091,Hyderabad,Telangana,Smartwatch,2025-10-15,2025-10-21,24999,Pending,Website,2025-10-26 00:00,Uniqueness,Duplicate record intentionally added
ORD00091,CUST0515,Kiran Mehta,41,Male,kiran.mehta91@example.com,9987669329,Hyderabad,Kerala,Mobile,2025-08-27,2025-09-01,999,Refunded,Call Center,2025-09-06 00:00,Uniqueness,Duplicate record intentionally added
ORD00503,CUST0705,Arjun Iyer,43,Female,arjun.iyer503@example.com,999999999999999,Hyderabad,Telangana,Headphones,2025-05-25,2025-05-30,499,Pending,CRM,2025-06-04 00:00,Believability,Phone number is not plausible
ORD00504,CUST0436,Kavya Sharma,18,Male,kavya.sharma504@example.com,9502226420,Mumbai,Maharashtra,Smartwatch,2025-07-20,2025-07-17,24999,Failed,Call Center,2025-07-26 00:00,Believability,Delivery date is before order date
ORD00505,CUST0230,Isha Iyer,,Female,isha.iyer505@example.com,9507441316,Hyderabad,Telangana,Printer,2025-07-21,2025-07-27,14999,Paid,CRM,2025-07-30 00:00,Completeness,Missing value in Age
ORD00506,CUST0506,Amit Chopra,49,Male,amit.chopra506@example.com,9233135406,Mumbai,Maharashtra,Headphones,2025-07-26,2025-07-24,9999,Pending,Call Center,2025-08-05 00:00,Believability,Delivery date is before order date
ORD00507,CUST0131,Priya Gupta,63,Female,priya.gupta507@example.com,9717149041,Jaipur,Kerala,Router,2025-02-11,2025-02-13,7999,Paid,Call Center,2025-02-16 00:00,Accuracy,City and State do not match
ORD00508,CUST0381,Kavya Kumar,18,Female,kavya.kumar508@example.com,9512689364,Mumbai,Maharashtra,Mouse,2025-05-31,2025-06-05,14999,Failed,Website,2025-06-09 00:00,Clean,No intentional issue
ORD00509,CUST0006,Sai Reddy,51,Female,sai.reddy509@example.com,9316530413,Hyd,Telangana,Keyboard,2025-08-02,2025-08-05,999,Refunded,Website,2025-08-05 00:00,Consistency,"City uses inconsistent spelling, abbreviation, or case"
ORD00510,CUST0555,Amit Patel,36,Female,amit.patel510@example.com,9625121515,Lucknow,Uttar Pradesh,Monitor,2025-07-08,2025-07-18,7999,Pending,Call Center,2025-07-22 00:00,Consistency,Payment status uses inconsistent label or case
ORD00511,CUST0151,Divya Patel,65,Female,divya.patel511@example.com,9140091844,Delhi,Delhi,Headphones,2025-01-02,2025-01-06,-500,Paid,Mobile App,2025-01-10 00:00,Believability,Negative order amount is not believable for a normal sale
ORD00512,CUST0220,Isha Kumar,42,Female,no-email,9998785476,Ahmedabad,Gujarat,Keyboard,2025-06-09,2025-06-18,4999,Paid,Call Center,2025-06-22 00:00,Interpretability,Email format is difficult to interpret or invalid
ORD00513,CUST0184,Ananya Chopra,47,Female,abc.com,9991315399,Kolkata,West Bengal,Tablet,2025-11-12,2025-11-21,1499,Refunded,CRM,2025-11-23 00:00,Interpretability,Email format is difficult to interpret or invalid
ORD00514,CUST0648,Pooja Kumar,20,Female,pooja.kumar514@example.com,9417651367,Pune,Maharashtra,Laptop,2025-10-20,2025-10-21,59999,Refunded,Website,2025-10-25 00:00,Clean,No intentional issue
ORD00515,CUST0285,Sai Verma,44,Male,sai.verma515@example.com,12345,Hyderabad,Telangana,Printer,2025-11-23,2025-11-24,4999,Paid,Mobile App,2025-11-28 00:00,Believability,Phone number is not plausible
ORD00516,CUST0177,Kavya Chopra,60,Male,kavya.chopra516@example.com,9421517802,,Maharashtra,Tablet,2025-09-14,2025-09-17,59999,Failed,Mobile App,2025-09-17 00:00,Completeness,Missing value in City
ORD00517,CUST0089,Riya Chopra,62,Male,riya.chopra517@example.com,9159772307,Lucknow,Uttar Pradesh,Printer,2025-02-15,2025-02-17,799,PAID,Website,2025-02-22 00:00,Consistency,Payment status uses inconsistent label or case
ORD00518,CUST0232,Sai Patel,21,Female,sai.patel518@example.com,9821924033,Pune,Maharashtra,Headphones,2025-05-23,2025-05-26,24999,Failed,Call Center,2025-05-29 00:00,Clean,No intentional issue
ORD00519,CUST0662,Rahul Sharma,55,Female,rahul.sharma519@example.com,9872658707,Bengaluru,Karnataka,Router,2025-10-19,2025-10-23,9999999,Refunded,Mobile App,2025-10-25 00:00,Accuracy,Order amount is inaccurate or far outside expected range
ORD00520,CUST0387,Arjun Iyer,60,Male,arjun.iyer520@example.com,9693139143,Ahmedabad,Gujarat,Headphones,2025-08-28,2025-09-07,1,Failed,CRM,2025-09-11 00:00,Accuracy,Order amount is inaccurate or far outside expected range
ORD00521,CUST0409,Rahul Gupta,52,Male,rahul.gupta521@example.com,9427644092,Hyderabad,Telangana,Printer,2025-11-12,2025-11-20,24999,Refunded,CRM,2025-08-30 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00522,CUST0770,Sneha Nair,,Male,sneha.nair522@example.com,9167007133,Jaipur,Rajasthan,Headphones,2025-06-03,2025-06-13,59999,Pending,Call Center,2025-06-17 00:00,Completeness,Missing value in Age
ORD00523,CUST0742,Amit Malhotra,29,Female,amit.malhotra523@example.com,9268343466,Pune,Maharashtra,MOB,2025-04-05,2025-04-09,1499,Refunded,Call Center,2025-04-09 00:00,Interpretability,Product category is stored as unexplained code
ORD00524,CUST0748,Rohan Das,24,Female,rohan.das524@example.com,9855369081,Bengaluru,Karnataka,Keyboard,2026-01-02,2026-01-07,4999,Failed,Website,2025-03-22 00:00,Timeliness,Order date is in the future
ORD00525,CUST0446,Divya Nair,43,Male,divya.nair525@example.com,9031136429,Delhi,Kerala,Headphones,2025-09-13,2025-09-17,499,Pending,Website,2025-09-19 00:00,Accuracy,City and State do not match
ORD00526,CUST0132,Neha Chopra,24,Female,neha.chopra526@example.com,9534494732,Mumbai,Maharashtra,KEY,2025-02-21,2025-02-28,499,Pending,CRM,2025-03-02 00:00,Interpretability,Product category is stored as unexplained code
ORD00527,CUST0082,Neha Singh,48,Female,neha.singh527@example.com,9139518740,,Rajasthan,Keyboard,2025-02-27,2025-03-02,7999,Refunded,Mobile App,2025-03-07 00:00,Completeness,Missing value in City
ORD00528,CUST0301,Meera Singh,21,Female,meera.singh528@example.com,9303653072,Pune,Maharashtra,Mouse,2025-06-22,2025-06-27,-2500,Failed,CRM,2025-06-28 00:00,Believability,Negative order amount is not believable for a normal sale
ORD00529,CUST0079,Sai Mehta,49,Female,sai.mehta529@example.com,9306781573,Pune,Maharashtra,Keyboard,2026-05-13,2026-05-18,1499,Refunded,Mobile App,2025-09-02 00:00,Timeliness,Order date is in the future
ORD00530,CUST0051,Aditya Chopra,45,Male,aditya.chopra530@example.com,9347477266,Delhi,Delhi,SWT,2025-05-14,2025-05-19,24999,Pending,Website,2025-05-24 00:00,Interpretability,Product category is stored as unexplained code
ORD00531,CUST0227,Aarav Kumar,31,Male,aarav.kumar531@example.com,9272676445,Kolkata,West Bengal,Headphones,2025-05-21,2025-05-26,9999,Failed,Call Center,2025-04-07 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00532,CUST0400,Priya Singh,40,Female,priya.singh532@example.com,9208965329,BLR,Karnataka,Printer,2025-09-13,2025-09-17,14999,Pending,Mobile App,2025-09-22 00:00,Consistency,"City uses inconsistent spelling, abbreviation, or case"
ORD00533,CUST0442,Meera Mehta,,Male,meera.mehta533@example.com,9477279353,Bengaluru,Karnataka,Smartwatch,2025-10-27,2025-10-30,24999,Failed,CRM,2025-11-03 00:00,Completeness,Missing value in Age
ORD00534,CUST0429,Amit Verma,54,Female,amit.verma534@example.com,9927666665,Bengaluru,Karnataka,Headphones,2025-07-25,2025-08-03,1,Failed,Call Center,2025-08-04 00:00,Accuracy,Order amount is inaccurate or far outside expected range
ORD00535,CUST0672,Meera Patel,46,Male,meera.patel535@example.com,12345,Bengaluru,Karnataka,Mouse,2025-05-28,2025-05-29,14999,Failed,CRM,2025-06-01 00:00,Believability,Phone number is not plausible
ORD00536,CUST0024,Aarav Singh,57,Male,aarav.singh536@example.com,9786588138,Bengaluru,Karnataka,Smartwatch,2025-11-17,2025-11-25,39999,Paid,Website,2025-10-22 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00537,CUST0618,Priya Reddy,36,Male,priya.reddy537@example.com,9421468889,Hyderabad,Telangana,Tablet,2025-10-23,2025-10-31,9999,Pending,Website,2025-10-22 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00538,CUST0551,Vivaan Mehta,61,Female,vivaan.mehta538@example.com,9176504723,Jaipur,Rajasthan,Printer,2025-07-17,2025-07-19,7999,Failed,CRM,2025-05-12 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00351,CUST0105,Vivaan Kumar,38,Male,vivaan.kumar351@example.com,9652307256,Bengaluru,Karnataka,Laptop,2026-08-09,2026-08-14,2499,Refunded,CRM,2025-08-16 00:00,Uniqueness,Duplicate record intentionally added
ORD00540,CUST0152,Nikhil Jain,46,Female,user@,9508573753,Ahmedabad,Gujarat,Monitor,2025-10-18,2025-10-23,24999,Paid,Call Center,2025-10-24 00:00,Interpretability,Email format is difficult to interpret or invalid
ORD00541,CUST0599,Sai Nair,36,Female,sai.nair541@example.com,9035854996,Pune,Maharashtra,Tablet,2025-01-15,2025-01-11,24999,Failed,Mobile App,2025-01-20 00:00,Believability,Delivery date is before order date
ORD00542,CUST0231,Rahul Chopra,51,Female,rahul.chopra542@example.com,9322776349,Bengaluru,Karnataka,Printer,2025-07-14,2025-07-15,39999,Paid,CRM,2025-07-17 00:00,Clean,No intentional issue
ORD00543,CUST0567,Neha Malhotra,32,Male,neha.malhotra543@example.com,9985074527,Chennai,Tamil Nadu,Laptop,24/07/25,2025-07-26,4999,Paid,Website,2025-07-28 00:00,Interpretability,Date format is ambiguous
ORD00544,CUST0761,,62,Female,rohan.rao544@example.com,9180950255,Bengaluru,Karnataka,Laptop,2025-11-08,2025-11-13,14999,Failed,Call Center,2025-11-13 00:00,Completeness,Missing value in Customer_Name
ORD00545,CUST0103,Priya Das,58,Male,priya.das545@example.com,999999999999999,Delhi,Delhi,Printer,2025-03-01,2025-03-09,799,Refunded,Website,2025-03-10 00:00,Believability,Phone number is not plausible
ORD00546,CUST0291,Meera Sharma,34,Female,meera.sharma546@example.com,9928225349,Lucknow,Uttar Pradesh,Monitor,2025-09-10,2025-09-05,4999,Refunded,Website,2025-09-17 00:00,Believability,Delivery date is before order date
ORD00547,CUST0704,Pooja Gupta,28,Male,pooja.gupta547@example.com,9517725351,Mumbai,Maharashtra,Mouse,2025-06-05,2025-06-07,9999,Failed,Mobile App,2025-06-12 00:00,Clean,No intentional issue
ORD00548,CUST0679,Amit Nair,61,Male,amit.nair548@example.com,9199677294,Chennai,Tamil Nadu,Headphones,2026-07-02,2026-07-07,999,Pending,Mobile App,2025-04-20 00:00,Timeliness,Order date is in the future
ORD00549,CUST0363,Priya Gupta,37,Female,priya.gupta549@example.com,9614282628,Lucknow,Uttar Pradesh,Mouse,2025-08-02,2025-08-03,7999,payment_done,CRM,2025-08-06 00:00,Consistency,Payment status uses inconsistent label or case
ORD00550,CUST0249,Priya Iyer,53,Male,priya.iyer550@example.com,9179599739,delhi,Delhi,Smartwatch,2025-09-15,2025-09-23,2499,Paid,Call Center,2025-09-23 00:00,Consistency,"City uses inconsistent spelling, abbreviation, or case"
ORD00551,CUST0114,Riya Kumar,21,Male,riya.kumar551@example.com,9480978855,Hyderabad,Telangana,Keyboard,2026-10-08,2026-10-13,4999,Refunded,CRM,2025-06-02 00:00,Timeliness,Order date is in the future
ORD00552,CUST0220,Kiran Iyer,51,Female,kiran.iyer552@example.com,9144367270,Hyderabad,Telangana,HD,2025-02-04,2025-02-10,4999,Refunded,CRM,2025-02-15 00:00,Interpretability,Product category is stored as unexplained code
ORD00553,CUST0517,Sneha Das,49,Male,sneha.das553@example.com,0000000000,Jaipur,Rajasthan,Laptop,2025-09-20,2025-09-26,499,Refunded,CRM,2025-09-26 00:00,Believability,Phone number is not plausible
ORD00554,CUST0339,Riya Malhotra,47,Male,riya.malhotra554@example.com,9063568405,Mumbai,Maharashtra,MSE,2025-05-22,2025-05-30,9999,Pending,CRM,2025-06-04 00:00,Interpretability,Product category is stored as unexplained code
ORD00555,CUST0469,Aarav Sharma,0,Female,aarav.sharma555@example.com,9628987511,Kolkata,West Bengal,Headphones,2025-05-13,2025-05-17,24999,Failed,Mobile App,2025-05-21 00:00,Accuracy,Age value is outside realistic human range
ORD00556,CUST0435,Sai Iyer,40,Male,sai.iyer556@example.com,9929708919,Chennai,Tamil Nadu,Keyboard,2025-04-28,2025-05-02,1499,Failed,CRM,2025-04-01 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00557,CUST0180,Sneha Sharma,280,Female,sneha.sharma557@example.com,9555129739,Kolkata,West Bengal,Tablet,2025-04-16,2025-04-23,24999,Paid,Call Center,2025-04-23 00:00,Accuracy,Age value is outside realistic human range
ORD00558,CUST0364,Pooja Patel,50,Male,,9330962768,Ahmedabad,Gujarat,Laptop,2025-01-04,2025-01-11,7999,Refunded,Call Center,2025-01-11 00:00,Completeness,Missing value in Email
ORD00559,CUST0712,Priya Sharma,27,Male,priya.sharma559@example.com,9405272684,Bengaluru,Karnataka,Smartwatch,2025-01-05,2025-01-08,14999,Pending,Website,2025-01-09 00:00,Clean,No intentional issue
ORD00560,CUST0414,Sai Jain,60,Male,sai.jain560@example.com,9692373808,,Tamil Nadu,Mobile,2025-03-25,2025-03-26,9999,Pending,Call Center,2025-03-28 00:00,Completeness,Missing value in City
ORD00561,CUST0068,Divya Jain,51,Male,divya.jain561@example.com,9149851663,Bengaluru,Karnataka,Mobile,2025-01-08,2025-01-14,1499,Paid,Call Center,2025-01-17 00:00,Clean,No intentional issue
ORD00562,CUST0225,Kiran Reddy,38,Female,kiran.reddy562@example.com,9581677262,Lucknow,Kerala,Mobile,2025-09-02,2025-09-10,59999,Pending,Mobile App,2025-09-11 00:00,Accuracy,City and State do not match
ORD00563,CUST0433,Nikhil Singh,150,Female,nikhil.singh563@example.com,9317877679,Lucknow,Uttar Pradesh,Router,2025-09-22,2025-10-02,2499,Pending,CRM,2025-10-04 00:00,Accuracy,Age value is outside realistic human range
ORD00500,CUST0501,Kavya Verma,29,Female,kavya.verma500@example.com,9660228453,Chennai,Tamil Nadu,Mobile,2025-06-27,2025-07-04,59999,Pending,Mobile App,2025-05-03 00:00,Uniqueness,Duplicate record intentionally added
ORD00565,CUST0027,Isha Gupta,60,Male,isha.gupta565@example.com,9912415283,Chennai,Tamil Nadu,Router,2025-05-15,2025-05-17,-2500,Refunded,Call Center,2025-05-22 00:00,Believability,Negative order amount is not believable for a normal sale
ORD00566,CUST0616,Rahul Kumar,,Male,rahul.kumar566@example.com,9755055691,Bengaluru,Karnataka,Tablet,2025-01-09,2025-01-13,59999,Failed,Website,2025-01-17 00:00,Completeness,Missing value in Age
ORD00567,CUST0304,Divya Rao,63,Male,divya.rao567@example.com,9354437207,Jaipur,Kerala,Smartwatch,2025-08-06,2025-08-10,2499,Paid,Mobile App,2025-08-13 00:00,Accuracy,City and State do not match
ORD00568,CUST0164,Divya Nair,280,Male,divya.nair568@example.com,9631809281,Kolkata,West Bengal,Headphones,2025-03-15,2025-03-23,999,Pending,Website,2025-03-26 00:00,Accuracy,Age value is outside realistic human range
ORD00569,CUST0677,Priya Sharma,58,Male,priya.sharma569@example.com,9485618778,Jaipur,Rajasthan,Monitor,2025-09-26,2025-09-28,39999,Refunded,CRM,2025-09-11 00:00,Timeliness,Last updated timestamp is earlier than order date
ORD00570,CUST0618,Meera Kumar,55,Male,meera.kumar570@example.com,9982847401,Ahmedabad,Gujarat,Monitor,2025-04-26,2025-05-05,799,Paid,Mobile App,2025-05-10 00:00,Clean,No intentional issue
ORD00571,CUST0498,Kiran Malhotra,34,Female,kiran.malhotra571@example.com,9245617758,Kolkata,West Bengal,Monitor,02/07/25,2025-07-04,499,Paid,Call Center,2025-07-09 00:00,Interpretability,Date format is ambiguous
ORD00572,CUST0595,Sneha Sharma,56,Male,sneha.sharma572@example.com,9694373785,Lucknow,Uttar Pradesh,Mobile,2025-10-22,2025-10-24,799,Pending,CRM,2025-10-26 00:00,Clean,No intentional issue
ORD00573,CUST0030,Kavya Mehta,19,Male,kavya.mehta573@example.com,9782839240,Lucknow,Uttar Pradesh,Headphones,13/01/25,2025-01-19,799,Failed,Call Center,2025-01-22 00:00,Interpretability,Date format is ambiguous
ORD00574,CUST0092,Kiran Das,28,Male,kiran.das574@example.com,9367828176,Jaipur,Rajasthan,Router,14/06/25,2025-06-21,4999,Pending,Mobile App,2025-06-24 00:00,Interpretability,Date format is ambiguous
ORD00575,CUST0173,Rahul Das,-5,Male,rahul.das575@example.com,9315975753,Pune,Maharashtra,Printer,2025-06-29,2025-07-05,9999,Failed,CRM,2025-07-06 00:00,Accuracy,Age value is outside realistic human range
ORD00576,CUST0301,Kiran Reddy,63,Female,kiran.reddy576@example.com,9693282190,Jaipur,Rajasthan,Keyboard,2025-07-23,2025-07-26,7999,Paid,Website,2025-07-31 00:00,Clean,No intentional issue
ORD00373,CUST0333,,56,Female,kavya.patel373@example.com,9966963683,Mumbai,Maharashtra,Router,2025-10-19,2025-10-22,2499,Paid,Call Center,2025-10-26 00:00,Uniqueness,Duplicate record intentionally added
ORD00568,CUST0164,Divya Nair,280,Male,divya.nair568@example.com,9631809281,Kolkata,West Bengal,Headphones,2025-03-15,2025-03-23,999,Pending,Website,2025-03-26 00:00,Uniqueness,Duplicate record intentionally added
ORD00579,CUST0176,Rohan Gupta,35,Male,rohan.gupta579@example.com,0000000000,Ahmedabad,Gujarat,Smartwatch,2025-08-13,2025-08-21,24999,Refunded,Mobile App,2025-08-21 00:00,Believability,Phone number is not plausible
ORD00580,CUST0239,Divya Gupta,45,Male,divya.gupta580@example.com,9589156306,Kolkata,West Bengal,Tablet,2025-08-20,2025-08-25,-2500,Failed,Mobile App,2025-08-27 00:00,Believability,Negative order amount is not believable for a normal sale
ORD00581,CUST0507,Aditya Iyer,44,Male,aditya.iyer581@example.com,9730476834,Delhi,Delhi,Tablet,2025-11-04,2025-11-07,1,Paid,Mobile App,2025-11-12 00:00,Accuracy,Order amount is inaccurate or far outside expected range
ORD00582,CUST0360,,45,Female,rahul.jain582@example.com,9963750690,Ahmedabad,Gujarat,Mobile,2025-04-05,2025-04-10,7999,Pending,Mobile App,2025-04-11 00:00,Completeness,Missing value in Customer_Name
ORD00583,CUST0177,Neha Sharma,18,Female,user@,9161238955,Kolkata,West Bengal,Monitor,2025-01-15,2025-01-25,24999,Failed,Call Center,2025-01-25 00:00,Interpretability,Email format is difficult to interpret or invalid
ORD00120,CUST0130,Nikhil Patel,54,Female,nikhil.patel120@example.com,9711328316,Jaipur,Rajasthan,Mobile,2026-02-18,2026-02-23,499,Failed,Call Center,2025-03-23 00:00,Uniqueness,Duplicate record intentionally added
ORD00585,CUST0367,Isha Verma,39,Male,isha.verma585@example.com,9094867580,Chennai,Tamil Nadu,Headphones,2025-05-03,2025-05-11,1499,Refunded,Mobile App,2025-05-11 00:00,Clean,No intentional issue
ORD00057,CUST0407,Kavya Reddy,26,Female,kavya.reddy57@example.com,9800985574,Jaipur,Rajasthan,Tablet,2025-09-14,2025-09-23,39999,Failed,CRM,2025-08-23 00:00,Uniqueness,Duplicate record intentionally added
ORD00587,CUST0322,Neha Chopra,20,Male,neha.chopra587@example.com,999999999999999,Mumbai,Maharashtra,Monitor,2025-10-28,2025-11-07,14999,Pending,Website,2025-11-12 00:00,Believability,Phone number is not plausible
ORD00588,CUST0212,Vivaan Malhotra,31,Male,vivaan.malhotra588@example.com,9560391296,Ahmedabad,Gujarat,Headphones,2025-04-24,2025-04-30,799,Pending,Mobile App,2025-05-03 00:00,Clean,No intentional issue
ORD00589,CUST0685,Sneha Chopra,32,Female,sneha.chopra589@example.com,9296793969,Kolkata,West Bengal,LPT,2025-03-21,2025-03-24,24999,Pending,Call Center,2025-03-28 00:00,Interpretability,Product category is stored as unexplained code
ORD00590,CUST0713,Kavya Kumar,35,Male,kavya.kumar590@example.com,9716011705,Ahmedabad,Gujarat,Monitor,2025-11-04,2025-11-05,39999,Refunded,Website,2025-11-05 00:00,Clean,No intentional issue
ORD00591,CUST0780,,63,Female,kiran.mehta591@example.com,9188954194,Pune,Maharashtra,Router,2025-05-27,2025-06-01,24999,Failed,CRM,2025-06-01 00:00,Completeness,Missing value in Customer_Name
ORD00592,CUST0612,Sneha Reddy,23,Male,sneha.reddy592@example.com,9765977001,Delhi,Delhi,Mouse,2025-11-12,2025-11-18,9999,Pending,Mobile App,2025-11-21 00:00,Clean,No intentional issue
ORD00593,CUST0189,Ananya Gupta,30,Male,ananya.gupta593@example.com,9637048621,Kolkata,West Bengal,Mouse,2025-03-20,2025-03-25,,Paid,Mobile App,2025-03-26 00:00,Completeness,Missing value in Order_Amount
ORD00594,CUST0701,Aditya Kumar,51,Male,aditya.kumar594@example.com,9235871265,,Uttar Pradesh,Headphones,2025-06-14,2025-06-20,499,Pending,CRM,2025-06-20 00:00,Completeness,Missing value in City
ORD00595,CUST0257,Riya Mehta,42,Female,riya.mehta595@example.com,9394915316,Lucknow,Uttar Pradesh,Mouse,2025-08-19,2025-08-23,39999,Refunded,Website,2025-08-27 00:00,Clean,No intentional issue
ORD00596,CUST0728,Sneha Patel,28,Female,sneha.patel596@example.com,9889162484,Hyderabad,Telangana,Mouse,2026-07-07,2026-07-12,499,Refunded,Call Center,2025-06-09 00:00,Timeliness,Order date is in the future
ORD00597,CUST0200,Priya Singh,-5,Female,priya.singh597@example.com,9977348733,Bengaluru,Karnataka,Router,2025-04-16,2025-04-20,1499,Pending,Call Center,2025-04-24 00:00,Accuracy,Age value is outside realistic human range
ORD00598,CUST0394,Nikhil Malhotra,57,Female,nikhil.malhotra598@example.com,9949025196,Hyderabad,Telangana,Tablet,22/04/25,2025-04-28,14999,Pending,Website,2025-05-03 00:00,Interpretability,Date format is ambiguous
ORD00599,CUST0100,Amit Reddy,44,Female,amit.reddy599@example.com,9700808392,Ahmedabad,Gujarat,Tablet,2025-03-08,2025-03-16,4999,Paid,Website,2025-03-21 00:00,Clean,No intentional issue
ORD00600,CUST0180,Nikhil Chopra,22,Female,nikhil.chopra600@example.com,9215914561,Lucknow,Uttar Pradesh,KEY,2025-10-26,2025-11-03,9999,Failed,Call Center,2025-11-08 00:00,Interpretability,Product category is stored as unexplained code
ORD00601,CUST0489,Rohan Verma,60,Male,rohan.verma601@example.com,9106895189,Ahmedabad,Gujarat,Mobile,2025-01-21,2025-01-24,7999,Refunded,Mobile App,2025-01-27 00:00,Clean,No intentional issue
ORD00602,CUST0114,Aditya Malhotra,41,Male,aditya.malhotra602@example.com,9976937906,Bengaluru,Karnataka,Headphones,,2025-11-21,39999,Refunded,Call Center,2025-11-22 00:00,Completeness,Missing value in Order_Date
ORD00603,CUST0171,Kavya Reddy,41,Female,kavya.reddy603@example.com,9023440774,New Delhi,Delhi,Router,2025-05-24,2025-06-02,499,Refunded,CRM,2025-06-04 00:00,Consistency,"City uses inconsistent spelling, abbreviation, or case"
ORD00604,CUST0398,Sai Chopra,57,Male,sai.chopra604@example.com,9066388743,Lucknow,Uttar Pradesh,Laptop,04/06/25,2025-06-11,1499,Refunded,Mobile App,2025-06-14 00:00,Interpretability,Date format is ambiguous
ORD00350,CUST0485,Arjun Sharma,48,Female,arjun.sharma350@example.com,9230379767,Hyderabad,Telangana,Smartwatch,2025-11-17,2025-11-23,-500,Pending,Call Center,2025-11-23 00:00,Uniqueness,Duplicate record intentionally added
ORD00606,CUST0764,Divya Verma,27,Female,divya.verma606@example.com,9917046273,Chennai,Tamil Nadu,Mobile,2026-09-12,2026-09-17,499,Pending,Website,2025-11-13 00:00,Timeliness,Order date is in the future
ORD00607,CUST0181,Divya Jain,29,Female,divya.jain607@example.com,9928511718,Pune,Kerala,Smartwatch,2025-02-01,2025-02-09,999,Paid,Website,2025-02-09 00:00,Accuracy,City and State do not match
ORD00608,CUST0247,Riya Patel,56,Female,riya.patel608@example.com,9569270037,Jaipur,Rajasthan,Monitor,2025-04-22,2025-04-29,,Failed,Call Center,2025-05-04 00:00,Completeness,Missing value in Order_Amount
ORD00609,CUST0269,Meera Sharma,65,Male,meera.sharma609@example.com,9733833457,Chennai,Tamil Nadu,Smartwatch,2025-07-05,2025-07-15,-2500,Paid,Website,2025-07-19 00:00,Believability,Negative order amount is not believable for a normal sale
ORD00610,CUST0756,Ananya Kumar,150,Female,ananya.kumar610@example.com,9740139630,Chennai,Tamil Nadu,Mouse,2025-08-26,2025-09-03,9999,Pending,Website,2025-09-04 00:00,Accuracy,Age value is outside realistic human range
ORD00611,CUST0163,Arjun Sharma,43,Female,arjun.sharma611@example.com,9395247491,Bangalore,Karnataka,Monitor,2025-06-22,2025-06-26,499,Refunded,CRM,2025-06-29 00:00,Consistency,"City uses inconsistent spelling, abbreviation, or case"
ORD00132,CUST0711,Amit Jain,52,Male,amit.jain132@example.com,9890687152,Bengaluru,Karnataka,Laptop,2025-07-29,2025-07-30,1499,Failed,Call Center,2025-08-04 00:00,Uniqueness,Duplicate record intentionally added
ORD00613,CUST0705,Ananya Nair,48,Male,ananya.nair613@example.com,9283997553,Hyderabad,Telangana,Printer,2025-07-09,2025-07-16,1499,Pending,Website,2025-07-18 00:00,Clean,No intentional issue
ORD00614,CUST0321,Priya Das,58,Male,priya.das614@example.com,9507604689,,Uttar Pradesh,Smartwatch,2025-05-02,2025-05-06,9999,Refunded,Mobile App,2025-05-06 00:00,Completeness,Missing value in City
ORD00615,CUST0365,Amit Das,35,Male,amit.das615@example.com,9841239658,Chennai,Tamil Nadu,Laptop,2025-08-31,2025-09-04,1499,Paid,Website,2025-09-06 00:00,Clean,No intentional issue
ORD00616,CUST0434,Divya Nair,25,Female,divya.nair616@example.com,9782220643,Hyderabad,Telangana,Tablet,2026-03-23,2026-03-28,2499,Pending,Website,2025-10-08 00:00,Timeliness,Order date is in the future
ORD00617,CUST0167,Divya Gupta,38,Male,divya.gupta617@example.com,9530034183,Pune,Maharashtra,Printer,22/05/25,2025-05-26,59999,Refunded,CRM,2025-05-28 00:00,Interpretability,Date format is ambiguous
ORD00618,CUST0058,Priya Kumar,29,Female,priya.kumar618@example.com,9774911170,Lucknow,Uttar Pradesh,Laptop,2025-11-26,2025-12-01,4999,Paid,Mobile App,2025-12-05 00:00,Clean,No intentional issue
ORD00619,CUST0406,Priya Verma,44,Female,priya.verma619@example.com,9650217820,Mumbai,Maharashtra,Printer,2025-07-25,2025-08-03,,Refunded,CRM,2025-08-08 00:00,Completeness,Missing value in Order_Amount
ORD00620,CUST0397,Rohan Gupta,20,Male,rohan.gupta620@example.com,9760746650,Delhi,Kerala,Tablet,2025-03-20,2025-03-23,14999,Failed,CRM,2025-03-25 00:00,Accuracy,City and State do not match
ORD00621,CUST0550,Pooja Sharma,40,Male,pooja.sharma621@example.com,9066233872,Lucknow,Uttar Pradesh,Keyboard,2025-09-18,2025-09-21,7999,P,Website,2025-09-22 00:00,Consistency,Payment status uses inconsistent label or case
ORD00622,CUST0190,Sneha Verma,59,Female,sneha.verma622@example.com,9131927726,Ahmedabad,Gujarat,Laptop,2025-08-17,2025-08-27,39999,Refunded,Website,2025-08-28 00:00,Clean,No intentional issue
ORD00623,CUST0013,Nikhil Singh,47,Male,nikhil.singh623@example.com,12345,Delhi,Delhi,Smartwatch,2025-05-10,2025-05-14,14999,Paid,Call Center,2025-05-16 00:00,Believability,Phone number is not plausible
